"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @HarmonyMindBody: <U+0001F339><U+0001F33B><U+0001F430><U+0001F332>Fuchsia Flower<U+0001F332><U+0001F430><U+0001F33B><U+0001F339>
#StayAtHome #StayHomeSaveLives #StayHomeStaySafe 

<U+0001F30D>Earth Frequency 7.83Hz Meditation Music<U+0001F3A7> (I…",FALSE,0,NA,2020-05-02 17:47:27,FALSE,NA,"1256641464584601601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kpetrovic340_",62,TRUE,FALSE,NA,NA
"Salam Sahur, Day 10th Ramadan 2020. View from my room now. What a beautiful night<U+2764><U+FE0F> just had my early sahur.… https://t.co/rgFbQyJVVw",FALSE,0,NA,2020-05-02 17:47:22,TRUE,NA,"1256641446783979522",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ZainXander",0,FALSE,FALSE,"101.7109","3.1581"
"RT @LaLigaEN: <U+0001F4C5> #OnThisDay in 2009, @FCBarcelona went to the Bernabeu for the first time under Pep Guardiola.

...and scored SIX goals. <U+0001F525>…",FALSE,0,NA,2020-05-02 17:47:22,FALSE,NA,"1256641444393222145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yacinyacin96",379,TRUE,FALSE,NA,NA
"RT @timetodecor: GAME: HOME SURAU

Most surau are highly influenced by Arabic style &amp; banyak bermain corak geometri. Sempena #stayathome Ra…",FALSE,0,NA,2020-05-02 17:47:20,FALSE,NA,"1256641436620959744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imnathrh_",804,TRUE,FALSE,NA,NA
"A video doing the rounds on the internet shows a young couple at their wedding ceremony exchanging garlands which t… https://t.co/DLevSNenCr",FALSE,4,NA,2020-05-02 17:47:17,TRUE,NA,"1256641425845846017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hunnysi34291738",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:47:12,FALSE,NA,"1256641403398094849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jibsani",37,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:47:07,FALSE,NA,"1256641382824972288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ghosh_ushnik",37,TRUE,FALSE,NA,NA
"RT @Edgenote50tv: Joe Joyce Kicking that Coronavirus into touch #STAYATHOME

#LetsTalkAboutIT #BoxingNews #BoxingFans #Boxing #Meme #Corona…",FALSE,0,NA,2020-05-02 17:47:07,FALSE,NA,"1256641382598443008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goat__vibes",3,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:47:06,FALSE,NA,"1256641380329205761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbeidKazema",37,TRUE,FALSE,NA,NA
"RT @Erixnxx: Avengers End Game (vs) Virus Corona Scene <U+0001F525>

#KIMJONGUNDEAD #pakgirl #COVID<U+30FC>19 #StayAtHome #Episode10 #Lonte #taeten #Avengers…",FALSE,0,NA,2020-05-02 17:47:06,FALSE,NA,"1256641378747969536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","comfort_dluxe",392,TRUE,FALSE,NA,NA
"Our #gym is feeling a little lonely but #AloftDublinPleasanton still wants you to have a great #stayathome workout!… https://t.co/CGJVrJgUQW",FALSE,0,NA,2020-05-02 17:47:02,TRUE,NA,"1256641360112881665",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","AloftDublin",0,FALSE,FALSE,NA,NA
"RT @11RugbyRoad: Because May is the most creative month for Brighton, we’ve filled our beach huts at 11 Rugby Road with crafts for you to d…",FALSE,0,NA,2020-05-02 17:47:00,FALSE,NA,"1256641353796202496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MacmillanTrail",11,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:46:59,FALSE,NA,"1256641349992005632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","floochowsky",37,TRUE,FALSE,NA,NA
"Uploaded a cover for you all to get through this time. Ironic as it's a cover of ""Close to You"" yet no one wants to… https://t.co/rSn2ttkWOk",FALSE,0,NA,2020-05-02 17:46:56,TRUE,NA,"1256641334645055489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cheynegreene",0,FALSE,FALSE,NA,NA
"RT @distilledbrands: It’s another #lockdown Friday so we thought we’d run another #giveaway, #Like #RT and Follow, you must be 18+ and T&amp;Cs…",FALSE,0,NA,2020-05-02 17:46:45,FALSE,NA,"1256641289442951168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sofapoke",319,TRUE,FALSE,NA,NA
"RT @mission_steel: An excellent video on #covid_19 #awareness for community level workers from https://t.co/FpYimdYUSV. 
https://t.co/EoRF0…",FALSE,0,NA,2020-05-02 17:46:41,FALSE,NA,"1256641273655525376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UjwalaGundewar",2,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:46:41,FALSE,NA,"1256641271952744449",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LordKabelo",37,TRUE,FALSE,NA,NA
"RT @mvkoficial12: Can’t wait to go out <U+0001F60D> #12gang #StayAtHome #MonsterYamaha #MotoGP https://t.co/ePOryrRlG3",FALSE,0,NA,2020-05-02 17:46:41,FALSE,NA,"1256641271873101825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VictoriLaf",82,TRUE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F410> Messi's first goal in #LaLigaSantander is indisputably one of the most iconic moments to ever happen in #LaLigaHistory! <U+26BD><U+FE0F>…",FALSE,0,NA,2020-05-02 17:46:40,FALSE,NA,"1256641269809455104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daeved_king",332,TRUE,FALSE,NA,NA
"RT @marie_nassar: <U+0001F338><U+0001F495>Happy weekend dear friends<U+0001F337><U+0001F343><U+0001F436><U+0001F436><U+0001F609><U+0001F49E>

#SaturdayMorning <U+2615><U+FE0F><U+0001F36A> #StayAtHome https://t.co/hBNUCqkGWP",FALSE,0,NA,2020-05-02 17:46:40,FALSE,NA,"1256641267938791424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TShinkarenko",427,TRUE,FALSE,NA,NA
"#SaturdayPartyTime <U+0001F4FB> w/ @De Dean <U+0001F3A7> @Eugoko2

<U+25B6><U+FE0F> Ova <U+0001F5E3><U+FE0F> @thisisflorish 

#FunRadio<U+0001F44D> 
#StayAtHome https://t.co/zjrXd9AcTr",FALSE,1,NA,2020-05-02 17:46:39,FALSE,NA,"1256641264570847239",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovefmph977",1,FALSE,FALSE,NA,NA
"Deaths from coronavirus are falling. We are getting used to the daily figures. But imagine that 3 holiday flights c… https://t.co/gEWdXMHCjE",FALSE,0,NA,2020-05-02 17:46:37,TRUE,NA,"1256641258652647426",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mark_Brain",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:46:27,FALSE,NA,"1256641214750887936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bamangaibrahim",37,TRUE,FALSE,NA,NA
"RT @OmarMoreno79: <U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F> LOL <U+0001F923><U+0001F602><U+0001F923><U+0001F602> no comment! #quarantinelife #StayAtHome https://t.co/4TmiFJEdcB",FALSE,0,NA,2020-05-02 17:46:25,FALSE,NA,"1256641207930957824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","labajas",2,TRUE,FALSE,NA,NA
"RT @SurvivingMyWay: #Graduation2020 Countdown: 7 days!

Just one more week when my timeline looks like a PBS fundraiser <U+0001F64F>

Hope to reach a…",FALSE,0,NA,2020-05-02 17:46:23,FALSE,NA,"1256641197940015110",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MoTimeout",12,TRUE,FALSE,NA,NA
"RT @AnnieRouge: https://t.co/4nSexsmblr
Please watch @QueenWillRock + @adamlambert #StayAtHome 'You Are The Champions' official recording f…",FALSE,0,NA,2020-05-02 17:46:23,FALSE,NA,"1256641197512306690",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lynn74082836",3,TRUE,FALSE,NA,NA
"RT @Mubarack_Umar: Time to champion this awareness is now. My Kano people, COVID-19 real. We must adhere to Gov directives on #StayAtHome o…",FALSE,0,NA,2020-05-02 17:46:19,FALSE,NA,"1256641179980095489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","King_Nazbee",86,TRUE,FALSE,NA,NA
"When @brennan_elliott is on the screen you know it's gonna be gr8. He has that special something that just draws us… https://t.co/5Jjb8lYSPm",FALSE,5,NA,2020-05-02 17:46:17,TRUE,NA,"1256641174808518657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ann91237283",1,FALSE,FALSE,NA,NA
"RT @lovefmph977: #SaturdayPartyTime <U+0001F4FB> w/ @De Dean <U+0001F3A7> @Eugoko2

<U+25B6><U+FE0F> God is good <U+0001F5E3><U+FE0F> @JosephMatthewuk 

#FunRadio<U+0001F44D> 
#StayAtHome https://t.co/KKr…",FALSE,0,NA,2020-05-02 17:46:10,FALSE,NA,"1256641142516580359",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosephMatthewuk",1,TRUE,FALSE,NA,NA
"Anime <U+0001F499>
<U+0001F447><U+0001F447>
https://t.co/BAql5Dsf9X

#aftereffects #adobeillustrator #AnimeArt #transformation #transition… https://t.co/0X9BAur9bd",FALSE,1,NA,2020-05-02 17:46:09,TRUE,NA,"1256641141161758721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raghavachitroju",1,FALSE,FALSE,NA,NA
"@DeedeG23 @amylmaris @mitchellvii Elective surgery is currently suspended to limit the burden, and ER visits are do… https://t.co/MA3qVDaWUf",FALSE,0,"DeedeG23",2020-05-02 17:46:09,TRUE,"1256585410836402178","1256641139265859584","537311430","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KissStephanie",0,FALSE,FALSE,NA,NA
"Coriander Lime Chicken with Mexican Rice! #mexicanfood #corianderlimechicken #mexicanrice #dinner #quarantine… https://t.co/XuojEkzKTJ",FALSE,1,NA,2020-05-02 17:46:06,TRUE,NA,"1256641125533827074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KokHwaLie",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:46:03,FALSE,NA,"1256641115354259457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marrhtinz",37,TRUE,FALSE,NA,NA
"RT @MPSTootingTnC: Luckily PC Knellar was on hand to break up this fight in #tooting this week! Luckily they listened to his advice and wen…",FALSE,0,NA,2020-05-02 17:46:02,FALSE,NA,"1256641108362383362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jameslee_jl",135,TRUE,FALSE,NA,NA
"#Jammin' Runtown ft. Fekky (@iRuntown) (@FekkyOfficial) - Unleash
Listen on DAB Radio around Manchester, Glasgow, P… https://t.co/l2p9ID3pHl",FALSE,0,NA,2020-05-02 17:46:01,TRUE,NA,"1256641107338891264",NA,"<a href=""https://www.radioking.com"" rel=""nofollow"">Radio King LiveTweet</a>","CosoroRadio",0,FALSE,FALSE,NA,NA
"RT @vijayNe11088447: Don't waste time, book your seat for upcoming webinars of @NPC_INDIA_GOV 

Click here: https://t.co/ogUUzQabI7

#lockd…",FALSE,0,NA,2020-05-02 17:46:01,FALSE,NA,"1256641103849230336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yadu86",2,TRUE,FALSE,NA,NA
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

<U+0001F4CC>FACT

There is no scientific evidence that mango <U+0001F96D> kills the new #Coronavirus.
However, WHO recom…",FALSE,0,NA,2020-05-02 17:45:59,FALSE,NA,"1256641096869982209",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AirFaizabad",72,TRUE,FALSE,NA,NA
"(<U+0E07> •`_•´)<U+0E07>[MYWTS]Weekly Mythic RUN! #stayathome  https://t.co/pOKVQjxts0",FALSE,0,NA,2020-05-02 17:45:56,FALSE,NA,"1256641084140277761",NA,"<a href=""https://streamlabs.com"" rel=""nofollow"">Streamlabs Twitter</a>","Orbitus_eSports",0,FALSE,FALSE,NA,NA
"@AMR_Official Well done @DarrenTurner007 on your great #P11 finish in the first #LegendsTrophy you seemed to keep o… https://t.co/c5EaEh8VuP",FALSE,0,"AMR_Official",2020-05-02 17:45:51,TRUE,"1256638080448106497","1256641064695468037","97008507","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Petrolheadsarah",0,FALSE,FALSE,NA,NA
"RT @ninscrystal: Everything you see has its roots in the unseen World. The forces change, yet the essence remains the same. 

 ~ Rumi 

 <U+0001F54A>…",FALSE,0,NA,2020-05-02 17:45:46,FALSE,NA,"1256641043992399877",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","missi_do",174,TRUE,FALSE,NA,NA
"RT @BSNLCorporate: All labour that creates for development of humanity has dignity and importance and should be respected and granted equal…",FALSE,0,NA,2020-05-02 17:45:44,FALSE,NA,"1256641034517266432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naresh__BSNL",35,TRUE,FALSE,NA,NA
"RT @Edgenote50tv: Joe Joyce Kicking that Coronavirus into touch #STAYATHOME

#LetsTalkAboutIT #BoxingNews #BoxingFans #Boxing #Meme #Corona…",FALSE,0,NA,2020-05-02 17:45:28,FALSE,NA,"1256640966846447616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lazylefty",3,TRUE,FALSE,NA,NA
"RT @HANYBas64533934: Staying at home mood <U+0001F637><U+0001F637><U+0001F915><U+0001F915>
#COVID2019 #StayAtHome #Egypt https://t.co/HTXQUMwmEC",FALSE,0,NA,2020-05-02 17:45:27,FALSE,NA,"1256640963449102344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abdulla26726015",4,TRUE,FALSE,NA,NA
"RT @MarkoSilberhand: @SarahJoyAdams @GroveCityDem All the best for your child and for you !  <U+0001F56F><U+FE0F>  <U+0001F64F>  

And for you ""BEACH-PEOPLE"": use your…",FALSE,0,NA,2020-05-02 17:45:25,FALSE,NA,"1256640954955698177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarkoSilberhand",8,TRUE,FALSE,NA,NA
"RT @jonaslaurince: #Hallelujah #Handel's #Messiah in #Gospel by Quincy Jones

#MeditationTime
#Music
#SacredMusic
#ChristianMusic
#ChurchAt…",FALSE,0,NA,2020-05-02 17:45:24,FALSE,NA,"1256640948710379527",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SaltForTheEarth",0,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: #WorldCupAtHome | VOTE <U+0001F5F3><U+FE0F>

What was your favourite moment of <U+0001F1E9><U+0001F1EA> v <U+0001F1F3><U+0001F1F1>?

#WorldCup | #StayAtHome",FALSE,0,NA,2020-05-02 17:45:23,FALSE,NA,"1256640948072615936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Akazukin1213",15,TRUE,FALSE,NA,NA
"RT @LanaToro21: #StayAtHome #musiclovers #pianomusic My small gift to those who can not visit piano music concert nowadays because of quara…",FALSE,0,NA,2020-05-02 17:45:16,FALSE,NA,"1256640918704328704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tatiana5oz",90,TRUE,FALSE,NA,NA
"RT @LanaToro21: #StayAtHome #HappyWeekend #HappyNewMonth #Mygif 

Every little Smile can touch somebody's Heart...
No One is born Happy...…",FALSE,0,NA,2020-05-02 17:45:13,FALSE,NA,"1256640905462906881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tatiana5oz",66,TRUE,FALSE,NA,NA
"RT @TheRightMelissa: @realDonaldTrump @MarkMeadows Democrats are extending their vacations indefinitely while Americans suffer instead of r…",FALSE,0,NA,2020-05-02 17:45:11,FALSE,NA,"1256640896860409856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TaraObri",177,TRUE,FALSE,NA,NA
"There always is a great satisfaction after accomplishing a project, but this by one in particular goes beyond that,… https://t.co/qjwMOn6Kc9",FALSE,0,NA,2020-05-02 17:45:11,TRUE,NA,"1256640896097026063",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HectorCurriel",0,FALSE,FALSE,NA,NA
"RT @NecmiGuclu54: When I want to hear your voice I just close my eyes and two or three heartbeats sound like yours then I open my eyes and…",FALSE,0,NA,2020-05-02 17:45:07,FALSE,NA,"1256640878178897921",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oyousef45",176,TRUE,FALSE,NA,NA
"@fox5dc Me when I head the jets flying over #StayAtHome https://t.co/3fTfQBsbum",FALSE,2,"fox5dc",2020-05-02 17:45:07,FALSE,"1256636264968847365","1256640877373595648","13918492","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","seaoflove911",0,FALSE,FALSE,NA,NA
"Saturday afternoon in lockdown: about to undertake my second total rearranging of my bedroom.
#StayAtHome",FALSE,1,NA,2020-05-02 17:45:03,FALSE,NA,"1256640862563577857",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","trotskydc",0,FALSE,FALSE,NA,NA
"RT @AdduCityCouncil: Please share this information
#StaySafe
#StayAtHome
#WashYourHands
#Covid19Crisis
#coronavirus https://t.co/9WfC9s2zuA",FALSE,0,NA,2020-05-02 17:45:02,FALSE,NA,"1256640856196513792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FathmathHasnah",3,TRUE,FALSE,NA,NA
"So how has the stay at home been for you? This evening, I want to seek your opinion on something that happened to m… https://t.co/tTMczHU9Wj",FALSE,0,NA,2020-05-02 17:44:58,TRUE,NA,"1256640841839448069",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JumokeCaxton",1,FALSE,FALSE,NA,NA
"RT @FIFAWorldCup: #WorldCupAtHome | VOTE <U+0001F5F3><U+FE0F>

What was your favourite moment of <U+0001F1E9><U+0001F1EA> v <U+0001F1F3><U+0001F1F1>?

#WorldCup | #StayAtHome",FALSE,0,NA,2020-05-02 17:44:52,FALSE,NA,"1256640815151099904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GerardoSaavedra",15,TRUE,FALSE,NA,NA
"RT @wmurcharchives: 19 hours of interviews with legendary editor and sound designer Walter Murch, ACE on his exceptional career (THX1138, T…",FALSE,0,NA,2020-05-02 17:44:52,FALSE,NA,"1256640814203064320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","capwell6",56,TRUE,FALSE,NA,NA
"Keisha Grey <U+0001F60D><U+0001F525>  shake shake
she's back<U+270C><U+0001F3FB>  @littlekeish 
Happy weekend world!!! 

#stayathome https://t.co/XZLIEFkGjM",FALSE,0,NA,2020-05-02 17:44:50,FALSE,NA,"1256640809845342214",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheKingOfLife69",0,FALSE,FALSE,NA,NA
"Hey @RealCandaceO how about you SHUT THE FUCK UP about Michigan and STOP TRYING TO GET PEOPLE TO DEFY THE… https://t.co/ZnJ7PlvaDL",FALSE,1,NA,2020-05-02 17:44:49,TRUE,NA,"1256640802895228929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christin_83",0,FALSE,FALSE,NA,NA
"#SaturdayPartyTime <U+0001F4FB> w/ @De Dean <U+0001F3A7> @Eugoko2

<U+25B6><U+FE0F> God is good <U+0001F5E3><U+FE0F> @JosephMatthewuk 

#FunRadio<U+0001F44D> 
#StayAtHome https://t.co/KKrcE4aDNZ",FALSE,2,NA,2020-05-02 17:44:47,FALSE,NA,"1256640796255760385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovefmph977",1,FALSE,FALSE,NA,NA
"RT @timetodecor: GAME: HOME SURAU

Most surau are highly influenced by Arabic style &amp; banyak bermain corak geometri. Sempena #stayathome Ra…",FALSE,0,NA,2020-05-02 17:44:47,FALSE,NA,"1256640796029145089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tanpiahhh",804,TRUE,FALSE,NA,NA
"RT @Lelinsarkar2: #12YearsOfParugu
One of the finest act of @alluarjun Annaya's carrier <U+2764><U+2764><U+2764>
His charm<U+2764>his act just supraaa<U+2764><U+2764>
Remake in Bang…",FALSE,0,NA,2020-05-02 17:44:42,FALSE,NA,"1256640773094641665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Afnan_Sakib",8,TRUE,FALSE,NA,NA
"RT @JustMeDomB: Morons!!<U+0001F926><U+200D><U+2642><U+FE0F>

#StayAtHome 
#StaySafe <U+270A>
@driver_tweets",FALSE,0,NA,2020-05-02 17:44:41,FALSE,NA,"1256640769013800961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","driver_tweets",1,TRUE,FALSE,NA,NA
"RT @megadadsblog: We’re giving away 3 MONTHS of #Xbox Game Pass Ultimate! <U+0001F389><U+0001F389>

RT this post with a photo of how you’re passing the time this…",FALSE,0,NA,2020-05-02 17:44:38,FALSE,NA,"1256640757168996352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ToneSibley",14,TRUE,FALSE,NA,NA
"RT @VisitGreecegr: Good mornign from lake Orestiada, Kastoria. <U+0001F3DE>
You are the one that possesses the keys <U+0001F511> to your being. You carry the pas…",FALSE,0,NA,2020-05-02 17:44:37,FALSE,NA,"1256640753381658624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohamedikou51",63,TRUE,FALSE,NA,NA
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

<U+0001F4CD>Points to remember while buying essentials during #COVID19 

<U+25B6><U+FE0F>Carry your own shopping bag
<U+25B6><U+FE0F>Use…",FALSE,0,NA,2020-05-02 17:44:36,FALSE,NA,"1256640750990659585",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ROBCHENNAI_MIB",39,TRUE,FALSE,NA,NA
"Should have been @SoundCity today and tomorrow. Sun is out and I’m a little gutted to not be there with… https://t.co/I5UqJ6qVOQ",FALSE,2,NA,2020-05-02 17:44:32,TRUE,NA,"1256640731302805505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheshiregooner",0,FALSE,FALSE,NA,NA
"RT @VisitGreecegr: Greek traditional celebrations are connected with the preparation and enjoyment of delicious dishes. Easter is the holid…",FALSE,0,NA,2020-05-02 17:44:30,FALSE,NA,"1256640722700288000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohamedikou51",39,TRUE,FALSE,NA,NA
"gr8 blocking bt observ #socialdistancing pls #StayAtHome #ecq @af8garcia https://t.co/0O35nRbbZM",FALSE,0,NA,2020-05-02 17:44:28,FALSE,NA,"1256640714621911041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PWDinitiatives",0,FALSE,FALSE,NA,NA
"RT @YesCatChats: THIS SUNDAY @Channel4 <U+0001F389><U+0001F389><U+0001F389> #c4becheerful #StayAtHome #lockdownextension #UKlockdown",FALSE,0,NA,2020-05-02 17:44:26,FALSE,NA,"1256640705293955078",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samdownie",1,TRUE,FALSE,NA,NA
"RT @since1983TWEET: The is so nice today! #stayathome @since1983tweet and the rest of the #world <U+0001F60E>#lockdown  https://t.co/84an9zseS2",FALSE,0,NA,2020-05-02 17:44:23,FALSE,NA,"1256640695831535619",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RevOkubote",1,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 17:44:22,FALSE,NA,"1256640691561693192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yvette24302145",37,TRUE,FALSE,NA,NA
"Best rapper of the 80s  #zoom #rap #LOCKDOWN2020 #COVID__19 #music #coronavirus #StayAtHome #StayHome @KanyePodcast",FALSE,0,NA,2020-05-02 17:44:21,FALSE,NA,"1256640685983309832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrAwesomeGamer1",0,FALSE,FALSE,NA,NA
"RT @VisitGreecegr: While we may be physically apart we send you our blessings for a safe Easter at home. 
#greecefromhome #staysafe #stayat…",FALSE,0,NA,2020-05-02 17:44:17,FALSE,NA,"1256640670044913665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohamedikou51",69,TRUE,FALSE,NA,NA
